id,followers,genres,name,popularity
1Xyo4u8uXC1ZmMpatF05PJ,31308207.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,96
3Nrfpe0tUJi4K4DXYWgMUX,31623813.0,"['k-pop', 'k-pop boy group']",BTS,96
66CXWjxzNUsdJxJ2JdwvnR,61301006.0,"['pop', 'post-teen pop']",Ariana Grande,95
6M2wZ9GZgrQXHCFfjv46we,24123468.0,"['dance pop', 'pop', 'uk pop']",Dua Lipa,95
1mcTU81TzQhprhouKaTkpq,4438013.0,"['puerto rican pop', 'trap latino']",Rauw Alejandro,93
0du5cEVh5yTK9QJze8zA0C,29899101.0,"['dance pop', 'pop', 'post-teen pop']",Bruno Mars,93
6LuN9FCkKOj5PcnpouEgny,13728298.0,"['alternative r&b', 'pop']",Khalid,92
04gDigrS5kc9YWfZHwBETP,30291109.0,"['pop', 'pop rock']",Maroon 5,91
5WUlDfRSoLAfcVSX1WnrxN,19350197.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",Sia,90
6S2OmqARrzebs0tKUEyXyp,19543911.0,"['dance pop', 'pop', 'post-teen pop']",Demi Lovato,89
00FQb4jTyendYWaN8pK0wa,12750166.0,"['art pop', 'pop']",Lana Del Rey,89
26VFTg2z8YR0cCuwLzESi2,14626427.0,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",Halsey,89
64KEffDW9EtZ1y2vBYgq8T,30244604.0,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Marshmello,88
7c0XG5cIJTrrAgEC3ULPiq,3750804.0,"['pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign,88
137W8MRPWKqSmrBGDBFSop,9907667.0,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Wiz Khalifa,88
7tYKF4w9nC0nq9CsPZTHyP,5082658.0,"['pop', 'pop rap', 'r&b']",SZA,88
1U1el3k54VvEUzo3ybLPlM,1698014.0,"['colombian pop', 'pop']",Kali Uchis,88
1McMsnEElThX1knmY4oliG,1444702.0,"['pop', 'post-teen pop']",Olivia Rodrigo,88
2o5jDhtHVPhrJdv3cEQ99Z,5527032.0,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Tiësto,87
5fMUXHkw8R8eOP2RNVYEZX,2376451.0,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo,87
5LHRHt1k9lMyONurDHEdrp,6200496.0,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga,86
7hJcb9fa4alzcOq3EaNPoG,6805667.0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",Snoop Dogg,86
2h93pZq0e7k5yf4dywlkpM,7566623.0,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Frank Ocean,86
1KCSPY1glIKqW2TotWuXOR,10740388.0,"['dance pop', 'pop', 'post-teen pop']",P!nk,86
1vCWHaC5f2uS3yhpwWbIA6,19536186.0,"['dance pop', 'edm', 'pop', 'pop dance']",Avicii,85
69GGBxA162lTqCwzJG5jLp,17734996.0,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers,85
4nDoRrQiYLoBzwC5BhVJzF,21080479.0,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Camila Cabello,85
4dpARuHxo51G3z768sgnrY,26758344.0,"['british soul', 'pop', 'pop soul', 'uk pop']",Adele,85
1anyVhU62p31KFi8MEzkbf,5268258.0,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",Chance the Rapper,85
0VRj0yCOv2FXJNP47XQnx5,4885577.0,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Quavo,85
0tmwSHipWxN12fsoLcFU3B,7259276.0,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']",Manuel Turizo,85
1HY2Jd0NmPuamShAr6KMms,17047864.0,"['dance pop', 'pop', 'post-teen pop']",Lady Gaga,89
0hCNtLu0JehylgoiP8L4Gh,20977302.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",Nicki Minaj,90
0c173mlxpT3dSFRgMO8XPh,8362537.0,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Big Sean,85
5pKCCKE2ajJHZ9KAiaK11H,42244011.0,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']",Rihanna,92
3TVXtAsR1Inumwj472S9r4,54416812.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,98
31W5EY0aAly4Qieq6OFu6I,5634088.0,"['melodic rap', 'pop rap', 'rap', 'trap']",A Boogie Wit da Hoodie,86
50co4Is1HCEo8bhOyUWKpn,6110874.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",Young Thug,91
4IWBUUAFIplrNtaOHcJPRM,7893527.0,"['pop', 'post-teen pop', 'talent show', 'uk pop']",James Arthur,86
181bsRPaVXVlUKXrxwZfHK,3970975.0,"['houston rap', 'pop', 'pop rap', 'trap queen']",Megan Thee Stallion,88
